Arn,Name,Description,Behavior,Severity,Implementation_Type,Implementation_Identifier,CreateTime
arn:aws:controlcatalog:::control/4jsy379fd0q0gtab42c8elvci,Require an Amazon RDS database cluster to have AWS IAM database authentication configured,This control checks whether an Amazon Relational Database Service (RDS) database (DB) cluster has AWS IAM database authentication activated.,PROACTIVE,MEDIUM,AWS::CloudFormation::Type::HOOK,,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/925ti9whpn7tngmvy6jz0h2zz,Amazon EC2 instances launched using Auto Scaling group launch configurations should not have Public IP addresses,This control checks whether Amazon EC2 Auto Scaling groups have public IP addresses enabled using launch configurations.,DETECTIVE,HIGH,AWS::SecurityHub::SecurityControl,Autoscaling.5,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/boao5tu00i34909uc9s6kkjjj,Require an Amazon RDS event notifications subscription to have critical database security group events configured,This control checks whether your Amazon RDS event subscriptions for RDS security groups are configured to notify on event categories of 'failure' and 'configuration change',PROACTIVE,LOW,AWS::CloudFormation::Type::HOOK,,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/b32lxrut44jde3j4xgwpsjeip,Require an AWS Elastic Beanstalk environment to have managed platform updates configured,This control checks whether managed platform updates in AWS Elastic Beanstalk environments and configuration templates are activated.,PROACTIVE,HIGH,AWS::CloudFormation::Type::HOOK,,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/bfi1zvjlzboh74q6ots2ta91u,Checks if Amazon CloudFront distributions point to a non-existent S3 bucket,Checks if Amazon CloudFront distributions point to a non-existent S3 bucket. The rule is NON_COMPLIANT if `S3OriginConfig` for a CloudFront distribution points to a non-existent S3 bucket. The rule does not evaluate S3 buckets with static website hosting.,DETECTIVE,HIGH,AWS::Config::ConfigRule,CLOUDFRONT_S3_ORIGIN_NON_EXISTENT_BUCKET,2022-11-02 01:00:00+01:00
arn:aws:controlcatalog:::control/5mhjhod4ky44haldvja2v4x3a,Require an Amazon API Gateway REST and WebSocket API to have logging activated,This control checks whether all methods in Amazon API Gateway stage have execution logging configured.,PROACTIVE,HIGH,AWS::CloudFormation::Type::HOOK,,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/1qkqqe0ls91axar4t4w60dljn,Require an Amazon EC2 fleet to override only those launch templates with AWS Nitro instance types that support encryption in transit between instances,This control checks whether an EC2 fleet overrides only the launch templates based upon AWS Nitro instance types that support encryption in transit between instances.,PROACTIVE,MEDIUM,AWS::CloudFormation::Type::HOOK,,2023-11-27 01:00:00+01:00
arn:aws:controlcatalog:::control/1kr9whr0fy8tz4bfietctxh3d,"RSA certificates managed by ACM should use a key length of at least 2,048 bits","This control checks whether RSA certificates managed by AWS Certificate Manager use a key length of at least 2,048 bits. The control fails if the key length is smaller than 2,048 bits.",DETECTIVE,HIGH,AWS::SecurityHub::SecurityControl,ACM.2,2023-11-27 01:00:00+01:00
arn:aws:controlcatalog:::control/7gcsk04pwjt1irzdk1j15dx64,Elasticsearch domains should have audit logging enabled,This control checks whether Elasticsearch domains have audit logging enabled. This control fails if an Elasticsearch domain does not have audit logging enabled.,DETECTIVE,MEDIUM,AWS::SecurityHub::SecurityControl,ES.5,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/dmb52g7tw004w9iede1pgb1fj,Checks if the account password policy for AWS Identity and Access Management (IAM) users meets the specified requirements indicated in the parameters,Checks if the account password policy for AWS Identity and Access Management (IAM) users meets the specified requirements indicated in the parameters. The rule is NON_COMPLIANT if the account password policy does not meet the specified requirements.,DETECTIVE,MEDIUM,AWS::Config::ConfigRule,IAM_PASSWORD_POLICY,2016-09-21 02:00:00+02:00
arn:aws:controlcatalog:::control/8v0xiuywypfd27w1evtnryz6h,Checks if Amazon Inspector V2 Lambda standard scanning is activated for your single or multi-account environment to detect potential software vulnerabilities,Checks if Amazon Inspector V2 Lambda standard scanning is activated for your single or multi-account environment to detect potential software vulnerabilities. The rule is NON_COMPLIANT if Lambda standard scanning is not activated.,DETECTIVE,HIGH,AWS::Config::ConfigRule,INSPECTOR_LAMBDA_STANDARD_SCAN_ENABLED,2024-02-07 01:00:00+01:00
arn:aws:controlcatalog:::control/e7mqi0w2ywbmn42t0qjoduqic,Require an Amazon Managed Streaming for Apache Kafka (MSK) cluster to be configured with PublicAccess disabled,This control checks whether an Amazon MSK cluster is configured to disallow public access to cluster brokers by means of the PublicAccess property.,PROACTIVE,HIGH,AWS::CloudFormation::Type::HOOK,,2023-11-27 01:00:00+01:00
arn:aws:controlcatalog:::control/6a1bz5hdg1lxx8hai66if96h8,Redshift clusters should not use the default database name,This control checks whether a Redshift cluster has changed the database name from its default value. This control will fail if the database name for a Redshift cluster is set to “dev”,DETECTIVE,MEDIUM,AWS::SecurityHub::SecurityControl,Redshift.9,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/dsmdhgbjz2aqawvvhv3ujqm2f,EC2 launch templates should not assign public IPs to network interfaces,This control checks if Amazon EC2 launch templates are configured to assign public IP addresses to network interfaces upon launch. The control fails if an EC2 launch template is configured to assign a public IP address to network interfaces or if there is at least one network interface that has a public IP address.,DETECTIVE,HIGH,AWS::SecurityHub::SecurityControl,EC2.25,2023-06-12 02:00:00+02:00
arn:aws:controlcatalog:::control/ezg5zv39dnzf88c5i75zoppik,Require an Amazon EC2 Auto Scaling group associated with an AWS Elastic Load Balancer (ELB) to have ELB health checks activated,This control checks whether your Amazon EC2 Auto Scaling groups that are associated with a load balancer are using Elastic Load Balancing health checks.,PROACTIVE,LOW,AWS::CloudFormation::Type::HOOK,,2023-05-19 02:00:00+02:00
arn:aws:controlcatalog:::control/3clsjojt7l2gj7es8swwauevy,Checks if AWS App Mesh virtual gateways have tags,"Checks if AWS App Mesh virtual gateways have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",DETECTIVE,LOW,AWS::Config::ConfigRule,APPMESH_VIRTUAL_GATEWAY_TAGGED,2024-10-02 02:00:00+02:00
arn:aws:controlcatalog:::control/1ln29qglgkigm9ajfka6u2p2u,Detect whether a shared account in the Security organizational unit has AWS CloudTrail or CloudTrail Lake enabled.,Detects whether a shared account in the Security organizational unit has AWS CloudTrail or CloudTrail Lake enabled. The rule is NON_COMPLIANT if either CloudTrail or CloudTrail Lake is not enabled in an account.,DETECTIVE,CRITICAL,AWS::Config::ConfigRule,CLOUD_TRAIL_ENABLED,2022-07-12 02:00:00+02:00
arn:aws:controlcatalog:::control/5iuddap2hogdop2zua6rhiwb1,Password policies for IAM users should have strong configurations,"This AWS control checks whether the account password policy for IAM users uses the following recommended configurations: RequireUppercaseCharacters: true, RequireLowercaseCharacters: true, RequireSymbols: true, RequireNumbers: true, MinimumPasswordLength: 8.",DETECTIVE,MEDIUM,AWS::SecurityHub::SecurityControl,IAM.7,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/75co45x51mcpv6imev5ya08kd,Secrets Manager secrets should be rotated within a specified number of days,This control checks if your secrets have rotated at least once within 90 days.,DETECTIVE,MEDIUM,AWS::SecurityHub::SecurityControl,SecretsManager.4,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/17t3ueuzcrkzdmm2zj6lvmmy5,Require requests to Amazon S3 resources to use a minimum TLS version of 1.3,This control requires connections to Amazon S3 resources in your organization use TLS version 1.3 or higher.,PREVENTIVE,HIGH,AWS::Organizations::Policy::RESOURCE_CONTROL_POLICY,,2024-11-13 01:00:00+01:00
arn:aws:controlcatalog:::control/21nm9kqpiqnryvy75132lvxlm,Require AWS ECS Fargate Services to run on the latest Fargate platform version,This control checks whether Amazon ECS Fargate services are configured to deploy using the 'LATEST' platform version rather than a specified version number.,PROACTIVE,MEDIUM,AWS::CloudFormation::Type::HOOK,,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/4x0mc5it3ih69z9c30ct4n9vp,RDS database instances should use a custom administrator username,This control checks whether an Amazon Relational Database Service (Amazon RDS) database instance has changed the admin username from its default value. This rule will only run on RDS database instances. The rule will fail if the admin username is set to the default value.,DETECTIVE,MEDIUM,AWS::SecurityHub::SecurityControl,RDS.25,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/d31piucqa3dio93faggfk8vy1,Amazon ECS task definitions should have secure networking modes and user definitions.,"This control checks if an Amazon ECS Task Definition with host networking mode has ""privileged"" or ""user"" container definitions. The control fails with host network mode and container definitions are privileged=false or empty and user=root or empty.",DETECTIVE,HIGH,AWS::SecurityHub::SecurityControl,ECS.1,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/azjkoa34w6evavp2e88hk9tds,Require an Amazon ElastiCache replication group to have encryption at rest activated,This control checks whether an Amazon ElastiCache replication group has the encryption-at-rest setting enabled.,PROACTIVE,MEDIUM,AWS::CloudFormation::Type::HOOK,,2023-07-24 02:00:00+02:00
arn:aws:controlcatalog:::control/1z76hhxafud38awzp3c5tdqmi,Checks if AWS Service Catalog shares portfolios to an organization (a collection of AWS accounts treated as a single unit) when integration is enabled with AWS Organizations,Checks if AWS Service Catalog shares portfolios to an organization (a collection of AWS accounts treated as a single unit) when integration is enabled with AWS Organizations. The rule is NON_COMPLIANT if the `Type` value of a share is `ACCOUNT`.,DETECTIVE,HIGH,AWS::Config::ConfigRule,SERVICE_CATALOG_SHARED_WITHIN_ORGANIZATION,2024-01-03 01:00:00+01:00
arn:aws:controlcatalog:::control/a6g2i7ofxtvube2uu3z46lkls,Checks if MFA Delete is enabled in the Amazon Simple Storage Service (Amazon S3) bucket versioning configuration,Checks if MFA Delete is enabled in the Amazon Simple Storage Service (Amazon S3) bucket versioning configuration. The rule is NON_COMPLIANT if MFA Delete is not enabled.,DETECTIVE,MEDIUM,AWS::Config::ConfigRule,S3_BUCKET_MFA_DELETE_ENABLED,2023-10-12 02:00:00+02:00
arn:aws:controlcatalog:::control/e80u9c02pw1rc31imhbzms6jc,Checks If Amazon Redshift subnet groups contain subnets from more than one Availability Zone,Checks If Amazon Redshift subnet groups contain subnets from more than one Availability Zone. The rule is NON_COMPLIANT if an Amazon Redshift subnet group does not contain subnets from at least two different Availability Zones.,DETECTIVE,MEDIUM,AWS::Config::ConfigRule,REDSHIFT_CLUSTER_SUBNET_GROUP_MULTI_AZ,2024-09-16 02:00:00+02:00
arn:aws:controlcatalog:::control/9znqh1whvh10nxxmhiob215gi,Checks if an IAM Access Analyzer for external access is activated in your account per region,Checks if an IAM Access Analyzer for external access is activated in your account per region. The rule is NON_COMPLIANT if there are no analyzers for external access in the region or if the 'status' attribute is not set to 'ACTIVE'.,DETECTIVE,HIGH,AWS::Config::ConfigRule,IAM_EXTERNAL_ACCESS_ANALYZER_ENABLED,2024-03-11 01:00:00+01:00
arn:aws:controlcatalog:::control/7ou4s13l28dwiquq0bzp12f5f,ECS Fargate services should run on the latest Fargate platform version,This control checks if ECS Fargate services is running the latest Fargate platform version. This control fails if the platform version is not latest.,DETECTIVE,MEDIUM,AWS::SecurityHub::SecurityControl,ECS.10,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/65zs7yhokrozr3ejpr072fj2r,Checks if Amazon Relational Database Service (Amazon RDS) databases are present in AWS Backup plans,Checks if Amazon Relational Database Service (Amazon RDS) databases are present in AWS Backup plans. The rule is NON_COMPLIANT if Amazon RDS databases are not included in any AWS Backup plan.,DETECTIVE,MEDIUM,AWS::Config::ConfigRule,RDS_IN_BACKUP_PLAN,2020-07-08 02:00:00+02:00
arn:aws:controlcatalog:::control/e2ia8mwmksgev8s6w6lzd0peb,Checks if AWS Client VPN endpoint has client connection logging enabled,Checks if AWS Client VPN endpoint has client connection logging enabled. The rule is NON_COMPLIANT if 'Configuration.ConnectionLogOptions.Enabled' is set to false.,DETECTIVE,MEDIUM,AWS::Config::ConfigRule,EC2_CLIENT_VPN_CONNECTION_LOG_ENABLED,2023-10-12 02:00:00+02:00
arn:aws:controlcatalog:::control/bovbgyqi0yh21g87dlrhjn7sl,Require an Amazon RDS event notification subscription to have critical database parameter group events configured,This control checks whether your Amazon RDS event subscriptions for RDS parameter groups are configured to notify on event categories of 'configuration change.',PROACTIVE,LOW,AWS::CloudFormation::Type::HOOK,,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/5cksj6jdycadjupdbviikn1w7,Elastic File System should be configured to encrypt file data at-rest using AWS KMS,This AWS control checks whether Amazon Elastic File System (Amazon EFS) is configured to encrypt the file data using AWS Key Management Service (AWS KMS). The check will fail if the encrypted key is set to false on DescribeFileSystems or if the KmsKeyId key on DescribeFileSystems does not match the KmsKeyId parameter.,DETECTIVE,MEDIUM,AWS::SecurityHub::SecurityControl,EFS.1,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/129gcq7rggc9ej3wpxym6renr,Check if Amazon Elastic Block Store (Amazon EBS) volumes are added in backup plans of AWS Backup,Check if Amazon Elastic Block Store (Amazon EBS) volumes are added in backup plans of AWS Backup. The rule is NON_COMPLIANT if Amazon EBS volumes are not included in backup plans.,DETECTIVE,MEDIUM,AWS::Config::ConfigRule,EBS_IN_BACKUP_PLAN,2020-07-08 02:00:00+02:00
arn:aws:controlcatalog:::control/691c2ikpatjpmy65murj1k4my,OpenSearch domains should have encryption at rest enabled,This control checks whether Amazon OpenSearch domains have encryption-at-rest configuration enabled. The check fails if encryption at rest is not enabled.,DETECTIVE,MEDIUM,AWS::SecurityHub::SecurityControl,Opensearch.1,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/6lab3lc7elw17g1d3t2gd4tv,Lambda functions should be in a VPC,This AWS control checks whether a Lambda function is in a VPC.,DETECTIVE,LOW,AWS::SecurityHub::SecurityControl,Lambda.3,2023-11-27 01:00:00+01:00
arn:aws:controlcatalog:::control/36e8sbe5pvii5djj6ladnb4kj,Checks whether IAM users are members of at least one IAM group,Checks whether IAM users are members of at least one IAM group.,DETECTIVE,LOW,AWS::Config::ConfigRule,IAM_USER_GROUP_MEMBERSHIP_CHECK,2016-11-22 01:00:00+01:00
arn:aws:controlcatalog:::control/egf85gd5r49psdwpojyqpo7xv,Kinesis streams should be encrypted at rest,This control checks if Kinesis streams are encrypted at rest with server-side encryption. This control fails if a Kinesis stream is not encrypted at rest with server-side encryption.,DETECTIVE,MEDIUM,AWS::SecurityHub::SecurityControl,Kinesis.1,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/6csncgh1xwaq9j42mfn2fij5i,Require any AWS WAF regional rule to have a condition,This control checks whether an AWS WAF Classic regional rule contains any conditions.,PROACTIVE,MEDIUM,AWS::CloudFormation::Type::HOOK,,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/de8snvvza6dhgtdtw6lz84mxi,Require an Amazon RDS DB cluster parameter group to require Transport Layer Security (TLS) connections for supported engine types,This control checks whether an RDS DB cluster parameter group requires Transport Layer Security (TLS) connections for supported engine types.,PROACTIVE,MEDIUM,AWS::CloudFormation::Type::HOOK,,2023-11-27 01:00:00+01:00
arn:aws:controlcatalog:::control/b61u1pcyvygazgt2njhhjtxbq,Auto scaling groups associated with a load balancer should use load balancer health checks,This control checks whether your Auto Scaling groups that are associated with a load balancer are using Elastic Load Balancing health checks.,DETECTIVE,LOW,AWS::SecurityHub::SecurityControl,AutoScaling.1,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/1an9k4k69b0i6rduq6sswntd1,Elastic Beanstalk managed platform updates should be enabled,This control checks whether managed platform updates are enabled for the AWS Elastic Beanstalk environment.,DETECTIVE,HIGH,AWS::SecurityHub::SecurityControl,ElasticBeanstalk.2,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/9fi82zt38s2eqknhk6ve34n5s,The default stateless action for Network Firewall policies should be drop or forward for full packets,"This control checks whether the default stateless action for full packets for a Network Firewall policy is drop or forward. The control passes if Drop or Forward is selected, and fails if Pass is selected.",DETECTIVE,MEDIUM,AWS::SecurityHub::SecurityControl,NetworkFirewall.4,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/coufv85xoh2u3k08z6tqkd4xc,"Checks whether each stage in the AWS CodePipeline deploys to more regions than N times the number of regions the pipeline has deployed to in all previous stages, where N is regionFanoutFactor","Checks whether each stage in the AWS CodePipeline deploys to more regions than N times the number of regions the pipeline has deployed to in all previous stages, where N is regionFanoutFactor. The first deployment stage can deploy to only one region.",DETECTIVE,MEDIUM,AWS::Config::ConfigRule,CODEPIPELINE_REGION_FANOUT_CHECK,2018-11-01 01:00:00+01:00
arn:aws:controlcatalog:::control/13n7y1ty3aqe1m61oz3016vti,Checks if AWS Backup-Gateway VirtualMachines are in a logically air-gapped vault,Checks if AWS Backup-Gateway VirtualMachines are in a logically air-gapped vault. The rule is NON_COMPLIANT if an AWS Backup-Gateway VirtualMachines is not in a logically air-gapped vault within the specified time period.,DETECTIVE,MEDIUM,AWS::Config::ConfigRule,VIRTUALMACHINE_RESOURCES_IN_LOGICALLY_AIR_GAPPED_VAULT,2024-07-30 02:00:00+02:00
arn:aws:controlcatalog:::control/36nrh8dt8jf11speofpiglec8,Checks if Amazon CloudFront distributions are encrypting traffic to custom origins,Checks if Amazon CloudFront distributions are encrypting traffic to custom origins. The rule is NON_COMPLIANT if ‘OriginProtocolPolicy’ is ‘http-only’ or if ‘OriginProtocolPolicy’ is ‘match-viewer’ and ‘ViewerProtocolPolicy’ is ‘allow-all’.,DETECTIVE,MEDIUM,AWS::Config::ConfigRule,CLOUDFRONT_TRAFFIC_TO_ORIGIN_ENCRYPTED,2022-02-03 01:00:00+01:00
arn:aws:controlcatalog:::control/435u8u4w5bsf02tkxga5jisbc,CloudTrail should be enabled and configured with at least one multi-Region trail that includes read and write management events,This AWS control checks that there is at least one multi-region AWS CloudTrail trail includes read and write management events.,DETECTIVE,HIGH,AWS::SecurityHub::SecurityControl,CloudTrail.1,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/a1tfexuvcbc5g917o76g23lxr,Checks if event replication is enabled for Amazon EventBridge global endpoints,Checks if event replication is enabled for Amazon EventBridge global endpoints. The rule is NON_COMPLIANT if event replication is not enabled.,DETECTIVE,MEDIUM,AWS::Config::ConfigRule,GLOBAL_ENDPOINT_EVENT_REPLICATION_ENABLED,2023-08-17 02:00:00+02:00
arn:aws:controlcatalog:::control/df8n98wrttk59yxgng6g16k7g,Require that Amazon ECS task definitions do not share the host's process namespace,This control checks whether Amazon Elastic Container Service (ECS) task definitions are configured to share a host's process namespace with its containers.,PROACTIVE,HIGH,AWS::CloudFormation::Type::HOOK,,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/e962xnnuz3i5h3018afnpet2c,Checks whether provisioned DynamoDB throughput is approaching the maximum limit for your account,Checks whether provisioned DynamoDB throughput is approaching the maximum limit for your account.,DETECTIVE,MEDIUM,AWS::Config::ConfigRule,DYNAMODB_THROUGHPUT_LIMIT_CHECK,2016-09-22 02:00:00+02:00
arn:aws:controlcatalog:::control/ejrilme8vugugno940czjhckr,Application and Classic Load Balancers logging should be enabled,This control checks whether the Application Load Balancer and the Classic Load Balancer have logging enabled. The control fails if the access_logs.s3.enabled is false.,DETECTIVE,MEDIUM,AWS::SecurityHub::SecurityControl,ELB.5,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/df0phuni4byvyhj790539nnbb,EC2 Transit Gateways should not automatically accept VPC attachment requests,This control checks if EC2 Transit Gateways are automatically accepting shared VPC attachments requests. This control will fail for a Transit Gateway that automatically accept shared VPC attachment requests.,DETECTIVE,HIGH,AWS::SecurityHub::SecurityControl,EC2.23,2023-11-27 01:00:00+01:00
arn:aws:controlcatalog:::control/2egytv5yvxf1g7zf9wi8vfo0r,Require that an Amazon RDS database instance has encryption at rest configured to use a KMS key that you specify for supported engine types,"This control checks whether storage encryption is enabled for your Amazon RDS database (DB) instance, and that the encryption uses a KMS key that you specify for supported engine types.",PROACTIVE,MEDIUM,AWS::CloudFormation::Type::HOOK,,2023-11-27 01:00:00+01:00
arn:aws:controlcatalog:::control/ddf0j0agoih8nnk4uqsea70vi,DynamoDB Accelerator (DAX) clusters should be encrypted at rest,This control checks whether a DAX cluster is encrypted at rest.,DETECTIVE,MEDIUM,AWS::SecurityHub::SecurityControl,DynamoDB.3,2023-11-27 01:00:00+01:00
arn:aws:controlcatalog:::control/9jn7wp8p2kkltuvukc1ls3irb,Require any ELB classic load balancer to have cross-zone load balancing activated,This control checks whether cross-zone load balancing is configured for your classic load balancer.,PROACTIVE,MEDIUM,AWS::CloudFormation::Type::HOOK,,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/brth4czak1rwfpx7xuh6qyffy,Require any application load balancer to have defensive or strictest desync mitigation mode activated,This control checks to ensure that an application load balancer is configured with 'defensive' or 'strictest' desync mitigation mode.,PROACTIVE,MEDIUM,AWS::CloudFormation::Type::HOOK,,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/9kckk934zwozk5koykyc8w2t2,Integrate CloudTrail events with CloudWatch Logs,Perform real-time analysis of activity data by sending AWS CloudTrail events to AWS CloudWatch logs.,PREVENTIVE,CRITICAL,AWS::Organizations::Policy::SERVICE_CONTROL_POLICY,,2019-05-21 02:00:00+02:00
arn:aws:controlcatalog:::control/1hgbgne5nxz2xtw51snbmli9b,Disallow Changes to Encryption Configuration for AWS Control Tower Created S3 Buckets in Log Archive,Prevent encryption configuration changes to Amazon S3 buckets created by AWS Control Tower.,PREVENTIVE,CRITICAL,AWS::Organizations::Policy::SERVICE_CONTROL_POLICY,,2021-04-07 02:00:00+02:00
arn:aws:controlcatalog:::control/6196g072xsp96yeq3aa5ow15z,Imported and ACM-issued certificates should be renewed after a specified time period,This AWS control checks whether ACM Certificates in your account are marked for expiration within a specified time period. Certificates provided by ACM are automatically renewed. ACM does not automatically renew certificates that you import.,DETECTIVE,MEDIUM,AWS::SecurityHub::SecurityControl,ACM.1,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/aiscu2gomv5gmo22qg85mmcg6,Elasticsearch domain error logging to CloudWatch Logs should be enabled,This control checks whether Elasticsearch domains are configured to send error logs to CloudWatch Logs.,DETECTIVE,MEDIUM,AWS::SecurityHub::SecurityControl,ES.4,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/6dm3wf0irsjs44svh5q6lcd2g,Checks if an AWS WAF Classic rule group contains any rules,Checks if an AWS WAF Classic rule group contains any rules. The rule is NON_COMPLIANT if there are no rules present within a rule group.,DETECTIVE,MEDIUM,AWS::Config::ConfigRule,WAF_GLOBAL_RULEGROUP_NOT_EMPTY,2022-02-03 01:00:00+01:00
arn:aws:controlcatalog:::control/5t1chmcks14qdhnwlwyvgnggh,Checks if AWS IoT SiteWise gateways have tags,"Checks if AWS IoT SiteWise gateways have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",DETECTIVE,LOW,AWS::Config::ConfigRule,IOTSITEWISE_GATEWAY_TAGGED,2024-10-02 02:00:00+02:00
arn:aws:controlcatalog:::control/by3ykpgv0a73qqv1k8jksf8q0,Require an Amazon SageMaker notebook instance to prevent direct internet access,This control checks that direct internet access is not allowed for an Amazon SageMaker notebook instance.,PROACTIVE,HIGH,AWS::CloudFormation::Type::HOOK,,2023-05-19 02:00:00+02:00
arn:aws:controlcatalog:::control/dqr0y5wiori5frkzvn07uqe84,Require that an Amazon EC2 subnet does not automatically assign public IP addresses,This control checks whether your Amazon VPC subnets automatically assign public IP addresses.,PROACTIVE,MEDIUM,AWS::CloudFormation::Type::HOOK,,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/5d19349hvvxs9cor9qktzlomd,RDS instances should have automatic backups enabled,This control checks whether RDS DB instances have automated backups enabled. It also checks whether the backup retention period is greater than or equal to 7. The control passes if all of the fallowing are true: backups are enabled; the backup retention period is greater than or equal to the retentionPeriod; and the retention period is greater than or equal to 7.,DETECTIVE,MEDIUM,AWS::SecurityHub::SecurityControl,RDS.11,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/5lkdq47dkd6jvs4jsnm6e0jff,Checks if Amazon SageMaker endpoint configurations have production variants `InitialInstanceCount` set to a value greater than 1,Checks if Amazon SageMaker endpoint configurations have production variants `InitialInstanceCount` set to a value greater than 1. The rule is NON_COMPLIANT if production variants `InitialInstanceCount` is equal to 1.,DETECTIVE,MEDIUM,AWS::Config::ConfigRule,SAGEMAKER_ENDPOINT_CONFIG_PROD_INSTANCE_COUNT,2024-01-03 01:00:00+01:00
arn:aws:controlcatalog:::control/3tse859hs70lyqf1nx72qamrv,EC2 instances should not use multiple ENIs,This control checks to see if Amazon EC2 instance uses multiple ENI/EFA. This control will pass if single network adapters is used.,DETECTIVE,LOW,AWS::SecurityHub::SecurityControl,EC2.17,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/1hce3tm2wnlq2lqofua7o5w8q,Lambda functions should use supported runtimes,"This AWS control checks that the lambda function settings for runtimes, match the expected values set for the supported runtimes for each language. The supported runtimes this control checks for are: nodejs16.x, nodejs14.x, nodejs12.x, python3.8, python3.7, java11, java8, go1.x, dotnet6, dotnetcore3.1, ruby2.7.",DETECTIVE,MEDIUM,AWS::SecurityHub::SecurityControl,Lambda.2,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/bbsr0p06l2n513aj89qft7lci,ElastiCache replication groups should have automatic failover enabled,This control checks if replication groups for Amazon ElastiCache for Redis have automatic failover enabled. This control fails if automatic failover is not enabled for a Redis replication group.,DETECTIVE,MEDIUM,AWS::SecurityHub::SecurityControl,ElastiCache.3,2023-11-27 01:00:00+01:00
arn:aws:controlcatalog:::control/1nbrkj1w7e8fanidno27xe7t8,Checks if Amazon CloudWatch Evidently projects have tags,"Checks if Amazon CloudWatch Evidently projects have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",DETECTIVE,LOW,AWS::Config::ConfigRule,EVIDENTLY_PROJECT_TAGGED,2024-10-01 02:00:00+02:00
arn:aws:controlcatalog:::control/dsrtfqf4g9gvlguj5hqahozla,RDS DB instances should have encryption at-rest enabled,This AWS control checks whether storage encryption is enabled for your RDS DB instances.,DETECTIVE,MEDIUM,AWS::SecurityHub::SecurityControl,RDS.3,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/2lm11lwo7o2f9r319g2a03ks3,SSM documents should not be public,"This control checks whether AWS Systems Manager documents that the account owns are public. This control fails if SSM documents that have ""Self"" as the owner are public.",DETECTIVE,CRITICAL,AWS::SecurityHub::SecurityControl,SSM.4,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/8u5eb9o3ltpt3j53pqz2dlpyz,Auto Scaling group launch configurations should configure EC2 instances to require Instance Metadata Service Version 2 (IMDSv2),This control checks whether only IMDSv2 is enabled. This control fails if the metadata version is not included in the launch configuration or if both IMDSv1 and IMDSv2 are enabled.,DETECTIVE,HIGH,AWS::SecurityHub::SecurityControl,AutoScaling.3,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/39o509cq5imkyls30q7qc6ynd,Require that any Amazon EC2 security group rule does not use the source IP range 0.0.0.0/0 or ::/0 for specific high-risk ports,"This control checks whether an Amazon EC2 security group rule that contains the strings '0.0.0.0/0' or '::/0' as a source IP range does not allow incoming TCP, UDP, ICMP, ICMPv6 traffic to the following ports:'3389', '20', '23', '110', '143', '3306', '8080', '1433', '9200', '9300', '25', '445', '135', '21', '1434', '4333', '5432', '5500', '5601', '22', '3000', '5000', '8088', '8888'.",PROACTIVE,CRITICAL,AWS::CloudFormation::Type::HOOK,,2022-11-28 01:00:00+01:00
